author,text,likes,TextBlob_Score,LLM_Sentiment,TextBlob_Label
@falkoroler6715,"Ein Patriot wie er im Buche steht, seine Ausführungen haben mit der NS Zeit nichts zutun. Respekt an Ben.",35,0.0,POSITIV,NEUTRAL
@raulrainer9201,... ein guter Gast  DANKE dafür und PUNKT gelle,26,1.0,POSITIV,POSITIV
@riomare4718,"Vielen Dank für dieses Gespräch. Lasst uns alle mehr in diese Richtung gehen, miteinander zu reden, von Mensch zu Mensch, um sich gegenseitig zu verstehen. 🙂",24,0.0,NEUTRAL,NEUTRAL
@CineJerks,"Jede Form von Extremen verabscheue ich, aber nicht miteinander zu reden ist grundsätzlich falsch.",24,-1.0,NEUTRAL,NEGATIV
@RcAdventureRc,"Danke , dass du das gemacht hast",23,0.0,NEUTRAL,NEUTRAL
@arthurerdmann8269,"Es hat etwas gebraucht, bis ich mir das 4 1/2-Stunden Interview ganz angehört habe. Danke Ben, danke Björn; ich fühle mich jetzt umfassend informiert und kann mir selber eine Meinung bilden.",23,0.0,POSITIV,NEUTRAL
@EgonWalter300,Danke!,20,0.0,NEUTRAL,NEUTRAL
@KevinDeBruyne77Flame,"5,755 Mio. Aufrufe bisher. Wow",20,0.0,NEUTRAL,NEUTRAL
@j.e.5057,"Danke an Herrn Höcke und an die AFD. Ben, danke dafür, dass du Personen ehrlich zu Wort kommen lässt. Sau starkes Video. Ich sehe das Ganze genauso wie Herr Höcke. Grüße aus dem thüringischen Zella-Mehlis! Ich glaube, dass in der CDU/CSU nicht ein vernünftiger und konservativer Mensch mit Herz und Ehre zu finden ist. Sonst hätte dieser sich schon längst bei der AFD melden müssen, oder ist schon lange da. Als mahnendes Beispiel nenne ich Philipp Amthor. Völlig weltfremd und dumm wie Bohnenstroh. Das ist die CDU und nicht mehr.",17,0.07,POSITIV,NEUTRAL
@haraldellrich1415,"Danke für dieses ungeskriptete Format, Ben! Ich finde es wichtig, dass jeder zu Wort kommen darf und man sich als Zuschauer selbst ein Bild machen kann. War sehr interessant zu hören",16,0.567,POSITIV,POSITIV
@rahelkobelt8175,Sympathisch und intelligent. Ich höre richtig gern zu.,16,1.0,POSITIV,POSITIV
@katharinapenner2165,Gott segne diesen wunderbaren Mann,16,1.0,POSITIV,POSITIV
@Robs_RS6_TDI,"Ich habe mir das Interview jetzt wirklich komplett angehört auch manche Passagen wiederholt und es ist sehr authentisch und ich kaufe Herrn Höcke auch alles ab, was er gesagt hat und denke nicht, dass er ein schlechter Mensch ist oder eine Wahl von ihm Deutschland benachteiligen würde, sondern eher genau das Gegenteilein toller Mensch ich persönlich sehe es mittlerweile genauso. Ich denke nicht, dass die AfD ein Problem für Deutschland ist, sondern eigentlich eher ein Segen. Eine Partei, die für das eigene Land kämpft und versucht wieder Ordnung zu bringen in einer Zeit, in der die Altparteien, das Land schon längst aufgegeben haben und versuchen sich die eigenen Taschen zu füllen. Genauso finde ich es unglaublich nur weil ein Politiker einen Satz wie alles für Deutschland was in meiner Meinung überhaupt nichts mit rechtsradikal oder Nazi oder irgendetwas zu tun hat. Das gleiche macht doch Amerika auch in dem sie sagen alles für Amerika oder Amerika first. Das ist doch ein Satz man sollte zuerst sein eigenes Land im Fokus haben als Politiker und nicht wie es unsere aktuelle Regierung schon lange macht das Geld in andere Länder für investieren und im eigenen Land nichts zu tun und die eigene Bevölkerung so im Stich zu lassen und fremde Menschen, die hier Schutz suchen quasi zu bevorzugen anstatt die eigene Bevölkerung in den Fokus bestellen. Genau das ist das Problem warum auf Deutschland komplett überrannt wird von Flüchtlingen neues weltweit bekannt ist, dass man hier in Deutschland keinen Finger rühren muss, um ein vernünftiges Leben zu haben. Ich rede nicht von Reichtum, aber kein Land bietet so eine umfassende Versorgung wie Deutschland. Mein Vater hat fast den ganzen vielleicht im ganzen Leben eineinhalb Jahre arbeitslos wegen Stellenwechsel und Ausnutzung als Urlaubsvertretung und dann besorgt man sich mit Mitte 50 erneut und die Arbeitgeber sehen natürlich nur das Alter auf dem Lebenslauf aber nicht wie fit die Person ist. Mein Vater selber wusste leider nicht, dass er Jahrzehnte unter Tarif bearbeitet hat. Und jetzt ist seine Rente so klein es ist einfach eine Schande und hier hinkommen Leute die haben das gleiche an Geld beziehungsweise vielleicht ein kleines bisschen weniger als mein Vater, der sein Leben lang geschuftet hat und in die Kasse eingezahlt hat. Also ganz ehrlich, dem ist nicht mehr zu helfen. Politiker correctness schön und gut wer es braucht aber auch ich bin schon seit Ewigkeiten der Meinung Fleiss sollte belohnt werden und Leute die gearbeitet haben. Jahre oder Jahrzehnte sollen belohnt werden nichts beitragen aber Forderungen Stelle die sollten eigentlich ganz hinten anstehen und auch was er hier gesagt hat den Leuten es so unbequem wie möglich machen her zukommen ist vollkommen richtig, Dach über den Kopf wertmarken zum Einkauf sonst NIX",16,0.26,POSITIV,POSITIV
@ramonjordan440,"Herr Höcke hat alles gesagt, was gesagt werden musste. Es wird Zeit den Mut zu haben, sich seines eigenen Verstandes zu bedienen und Nicht Mut zu haben Herrn Höcke einzuladen. Das war längst überfällig! Freie Meinung für Alle! Wünschenswert wäre den Begriff  ""ungeskriptet""  ins deutsche zu übersetzen. Dieses Wort gibt es in der deutschen Sprache nicht, dafür aber im ""Anglizismus"",...Dinglish 🤣 Ben, Du hast das sehr gut gemacht, weiter so!",15,0.283,POSITIV,POSITIV
@silversoldier9995,👍🏻,14,0.0,NEUTRAL,NEUTRAL
@RaveDave_ch,Top top top🎉🎉🎉🎉,14,1.0,NEUTRAL,POSITIV
@eximexi999,"Gute Mann, solche Leute braucht Deutschland. - sage ich als einen  nicht Bio Deutscher und katholisch - niemand sonst  ist wählbar. Gott möge dich segnen! Wir betten für dich und deine Familie. Sei stark",13,0.54,POSITIV,POSITIV
@Ninosasa777,AFD auf die 1,13,0.0,POSITIV,NEUTRAL
@vesir7995,❤❤❤❤❤❤❤❤ fettes double Lovelike aus dem Iran,13,0.0,NEUTRAL,NEUTRAL
@cooldevil3768,"Um unser Land steht es schlechter, als ich bisher angenommen habe. Ich hoffe bei der nächsten Bundestagswahl begreifen das mehr Menschen.",13,-0.325,NEUTRAL,NEGATIV
@dolcegusto4106,"Sehr angenehnes Gespräch.

Und nein, es bedarf nicht des Mutes mit allen zu reden sondern eines gesunden Menschenverstandes, eines gesunden Herzens und ein gesundes
strebes nach Warheit.

Ben, vielen dank dafür....

Das ist der christliche Weg...",75,0.25,POSITIV,POSITIV
@sabinelettmas1045,"5,7 Mio Klicks.

Beachtlich!",72,0.0,NEUTRAL,NEUTRAL
@ulrikewirges1928,"Danke für das ausführliche Interview und die Möglichkeit für Bernd Hõcke sich mal ausführlich zu äußern.
Als jemand, der Deutsch als Fremdsprache unterrichtet kann ich nur sagen, dass viele lang eingesessene Ausländer mittlerweile die Afd wãhlen. Viele sagen auch, dass wir gar nicht wissen, wen wir uns Land lassen.",31,0.117,POSITIV,POSITIV
@ibomeyer2507,Tolles Interview ich finde es richtig alles zuhören,30,1.0,POSITIV,POSITIV
@JohnJRambo84,Einfach mal die Menschen ausreden lassen und seine eigene Meinung bilden. ENDLICH !,28,0.35,POSITIV,POSITIV
@F9090,Auf dem Weg zu 6 Millionen views…läuft^^,24,0.0,NEUTRAL,NEUTRAL
@heikoandree3376,"Wer sich dieses Interview bis zu Ende ansieht weiß warum die anderen Parteien so eine höllische Angst vor Herrn Höcke, Alice Weidel und der gesamten AfD haben. Keiner bringt Wissen, Bodenständigkeit, Liebe und Sorge um das Vaterland so fundamentiert zum Ausdruck. Ungeschminkt ohne Postenhunger empfiehlt sich die Partei als wirkliche Alternative für Deutschland. Ich habe bewusst gewartet mir dieses Interview anzusehen um Kritiken abzuwarten. Mein spezieller Dank gilt Saskia Esken, die auf die Brillanz dieses Politikers hingewiesen hat.",24,0.0,POSITIV,NEUTRAL
@petrahaberlah7394,"Ein hervorragendes Interview mit Herrn Höcke. Ich hatte noch nie die Gelegenheit, ihn wirklich frei und offen sprechen zu hören. Normalerweise wird er ja ständig unterbrochen oder gar niedergebrüllt von allen anderen Anwesenden, falls er überhaupt einmal eingeladen wird zu einem der üblichen ""Tribunale"" gegen den ""Teufel"" höchstpersönlich.

Ich habe weder ""völkisches"" noch ""nationalsozialistisches"" Gedankengut feststellen können. Seine Argumentation war sachlich, klar, ehrlich, offen und nachvollziehbar und spiegelt die große Besorgnis vieler Menschen in Deutschland wieder. Da ist nichts Extremes dran, aber vielleicht macht gerade das ihn so gefährlich für die Gegenseite.

Ich, für meinen Teil, habe es jedenfalls nicht bereut, mir das Interview angehört zu haben. Es war erhellend und hat mich mit einem positiven Eindruck zu Herrn Höcke bereichert. Vielen Dank dafür.",23,0.278,POSITIV,POSITIV
@LongAlex2,"Sehr gut ...ich habe vor ca 2-3 Jahren Interviews zu Höcke angehört, weil ich wissen wollte, wer der Mann ist, den alle begraben wollen. Es war eine Erkenntnis, dass nicht alles schwarz und weiss ist und nicht alles stimmt was einem erzählt wird. Es ist so wichtig, sich eine eigene Meinung zu bilden, um nicht denen zu erliegen, die mit lügen versuchen, ihre eigene Meinung als die richtige Meinung zu verkaufen ....jetzt haben noch so viel mehr Leute die Möglichkeit sich zu informieren.....du bist ein Held",23,0.533,POSITIV,POSITIV
@irishomann6893,❤Hoffentlich hat die AfD bald die absolute Mehrheit❤,21,0.7,POSITIV,POSITIV
@melaniewinkler1295,"Wer ist deutsch? Ganz einfach: Deutschland ist ein Viel ölkerverbund aus Bayern, Franken, Alemsnen, Preußen usw. Ich z.B habe keltisch-germanische-fränkische Wurzeln und lebe aber in Baden Württemberg im Alemannengebiet. Deshalb bin ich aber kein Alemanne, sondern immer noch keltisch-germanisch-fränkisch, da dort meine Wurzeln liegen (lt. Familienchronik konnten wir es bis in den 30jährigen Krieg zurückverfolgen)… ABER: ich bin immer noch Deutsche, weil Franken, als auch Baden, zum Völkerbund Deutschland gehören. 


und wenn jetzt ein z.B Syrierin einen deutschen Pass hat, dann ist sie nicht Deutsche… ganz einfach… weil ihre Wurzeln und Vorfahren in Syrien liegen und nicht im Völkerbund Deutschland.🇩🇪 

Und das verdrehen und ignorieren von Tatsachen macht mich echt wütend… 

P.S. Für mich gibt es auch nur 2 Gewchlechter 👍",19,0.036,NEGATIV,NEUTRAL
@Serandi1987,"Für den Algorithmus!!💙
Macht bitte alle mit und schreibt weiter! Nur so erreichen wir immer mehr und mehr Menschen! 💙💯💪🏻🤝",18,0.25,NEUTRAL,POSITIV
@FreeAndi,"Dank Frau Eskens Tipp habe ich mir das angesehen. Kanal ist abonniert. Und was das Interview angeht: lässt man den Mann ausreden, ist alles soweit in Ordnung. Gut, mal das Gegenteil zu sehen, was sonst so überall praktiziert wird - also diese Vorverurteilung, diese unterschwellige Angriffstaktik und dieses permanente Dazwischengequatsche.

Ben, lade mal aktuell Frau Esken ein.",18,0.4,POSITIV,POSITIV
@activeoffroadwesertal,"Ich sehe u höre hier einen grundvernünftigen Mann mit fundiertem Wissen. Wissen was sogar mir Baujahr 1969 nicht in der Schule beigebracht wurde, ja verschwiegen worden ist. Danke für dieses Interview. Diese ganze Schwurbelei einen Herrn Höcke betreffend ist nach diesem Gespräch einfach nur obsolet. Danke Ben, Danke Björn!!!",17,0.117,POSITIV,POSITIV
@lukashilft1662,"Tolles Video 👍
Endlich ein Interview, wo der Gast nicht dauernd unterbrochen wird und mit Zwischenfragen zu provozieren etc…
Ich fand das Interview sehr real und wie Herr Höcke ist….wahrscheinlich geht ein Gespräch mit Ihm nicht kürzer, weil es soviel zu fragen und zu berichten gibt 👍👏👏👏",17,1.0,POSITIV,POSITIV
@eddieritschratsch9893,"Nazi`s und das sagt der Name schon waren b.z.w. sind Linke, extrem Linke. National-Sozialisten.",16,0.0,NEGATIV,NEUTRAL
@ColorShowWonderlamp,👍,16,0.0,NEUTRAL,NEUTRAL
@irishomann6893,Super Interview! Genau so! Mein Denken seit Jahren! ❤,16,0.25,POSITIV,POSITIV
@user-pq9yg2pq6h,Algo .     :))),15,0.0,NEUTRAL,NEUTRAL
@IoannisGiannoulidis,Weiter so !!!❤❤❤,15,0.0,POSITIV,NEUTRAL
@Angrybirdsshit,"Alleine schon an den Lachfalten sieht man, das Björn kein schlechter Mensch sein kann",14,0.5,POSITIV,POSITIV
@Iborbier,Danke!,13,0.0,NEUTRAL,NEUTRAL
@danielakonstantin9056,🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,13,0.0,NEUTRAL,NEUTRAL
@g.d.2222,❤💙❤,13,0.0,NEUTRAL,NEUTRAL
@leckmich603,💙🇩🇪💙💙💙🇩🇪💙,12,0.0,NEUTRAL,NEUTRAL
@GabrielePrucha,"Unglaublich, das man sich heute "" getrauen muss"" eine Person zu einem Gespräch einzuladen!!! Wer sich das anhört, versteht ja immer weniger, warum Björn Höcke so hartnäckig diabolisiert wird. Danke für dieses Video!",33,0.233,POSITIV,POSITIV
@danischluter8205,"So schnell sind 5 Std um! Allein diese Pausen, bevor er redet sind schon Musik in den Ohren! Toller Mann!",31,0.333,POSITIV,POSITIV
@robertkaeding6528,Das beste Interview des Jahres mit 2 fantastischen Menschen.   Ben.. Chapeau dafür. Ganz grosses gesundes Kino !,31,0.667,POSITIV,POSITIV
@adinw3072,"So ein Niveau im Interview sehe ich in Deutschland zum ersten Mal!
Wie angenehm und entspannend! Danke Ben!",31,0.283,POSITIV,POSITIV
@andreasegli6758,Ben redet mit allen. Das ist gelebte Demokratie!,31,0.0,POSITIV,NEUTRAL
@Niceman2468,Super Gespräch. Danke,28,0.0,POSITIV,NEUTRAL
@HelgeLampe,"Einfach klasse, Ben! So wichtig. Feiner Mann, der Höcke, kein Faschist. Liebe & Respekt aus Hannover Linden. ✌🏻",23,0.48,POSITIV,POSITIV
@jvm2007,er macht einfach einen seriöseren eindruck als jeder andere mitte und links politiker,20,0.7,POSITIV,POSITIV
@tfa63,"Super Typ, der Herr Höcke. Danke an Ben für dieses tolle Interview.",19,0.5,POSITIV,POSITIV
@autobahnDIY,Ich komme lieber wieder hierher und höre mir das nochmals an. Immer wieder ergiebig und aktuell.,19,0.5,NEUTRAL,POSITIV
@JanMaikel-o5b,"00:00:00 Intro / Ben erklärt das Format
00:06:09 Vom Lehrer zum Politiker
00:10:08 Wie wird man Vertrauenslehrer?
00:11:44 Familiengründung als politischer Wendepunkt
00:15:03 Erste Lehrerjahre an der Brennpunktschule
00:19:24 Meinungsfreiheit in den frühen 2000ern
00:23:02 Zitat Yascha Mounk & Habermas
00:29:33 Wechsel ans Gymnasium in Nordhessen
00:32:06 Politische Vernetzung & Lesekreise
00:38:48 JU-Mitgliedschaft mit 14
00:49:03 Ostpreußen & Familiengeschichte
00:52:21 Was ist in Königsberg passiert?
00:55:28 Wilhelm Gustloff & Flucht der Großmutter
01:00:06 Geschichtsunterricht damals
01:02:29 WW1-Schuld & Versailler Vertrag
01:07:26 USA & das Ende des alten Völkerrechts
01:13:03 AfD-Gründung: Wie kam es dazu?
01:18:31 Was war die NPD-Option?
01:29:39 Thilo Sarrazin als Katalysator
01:32:20 ESM-Abstimmung & die Eurokrise
01:35:25 Gründung des Thüringer Landesverbands
01:41:47 Flugblätter & erster Wahlkampf
01:47:31 Machtkampf gegen Lucke
01:52:54 Was war der Flügel?
01:57:29 Warum Thüringen statt Berlin?
01:59:29 Die Dresdner Rede 2017
02:06:14 Wie hat sich das angefühlt?
02:10:01 Warum keine Spaltung der Partei?
02:16:09 Wie hat sich die AfD seitdem gewandelt?
02:21:33 Personenschutz & Privatleben
02:23:08 Das Mahnmal in Bornhagen
02:35:05 Was ist Migration für Höcke?
02:36:31 Multikulturelle Gesellschaft & Vertrauensgesellschaft
02:40:09 Remigration — was meint er damit?
02:44:08 Konkrete Schritte: Grenzen & Duldungsstatus
02:49:03 Staatsangehörigkeit & Volksbegriff
02:53:41 Wann ist jemand Deutsch?
02:56:00 Doppelpass & Loyalität
03:00:03 Asylrecht: Was würde die AfD ändern?
03:04:17 Was passiert mit den 15–20 Mio. mit Migrationshintergrund?
03:09:50 Der Dönerbudenbesitzer — wie geht Höcke damit um?
03:13:16 Juden, Christen & ein Muslim beten für Höcke
03:18:44 Familienförderung & Geburtenrate
03:22:32 Verfassungsschutz als ""Konkurrenzschutz""
03:31:54 AfD Thüringen: Wie geht's weiter?
03:37:28 Ist das BSW eine Kartellpartei?
03:40:05 Wie hält sich die AfD treu?
03:44:53 Postparlamentarismus & Blockade im Landtag
03:48:30 Was denken CDU-Politiker wirklich über die AfD?
03:55:41 Wird Höcke überwacht? Wie fühlt sich das an?
04:00:05 Das Leben der anderen — Gedanken zur Überwachung
04:02:47 Aufarbeitung: Schredder-Pläne & Akten sichern
04:06:25 Artikel 37 & mögliche Bundesintervention
04:13:32 Wann fällt die Brandmauer?
04:19:33 Höckes ""Skandale"" & die Verurteilung
04:20:19 ""Alles für Deutschland"" — was steckt dahinter?
04:26:34 Dresden-Demo 2010 — warum war er dabei?
04:30:36 Wo zieht Höcke die Grenze bei seinen Unterstützern?
04:34:10 Letzte Frage: Wa",18,0.115,NEUTRAL,POSITIV
@kittycat-90s,Nur noch AfD❤,17,0.0,POSITIV,NEUTRAL
@sirgeex9068,"5,7 Millionen Aufrufe!!!!  Was geht hier ab. Geniale Sendung, geniale Zahlen durch eine Art ,die die gekauften Journalisten & Leitmedien schon lange nicht mehr können! 💯",17,0.167,POSITIV,POSITIV
@udoschwierkott3305,"Danke Ben für das Interview, großes Lob 👍🥇
Jetzt hätte ich noch eine Bitte: jetzt fehlt nur noch Götz Kubitschek und Martin Sellner. Auf das der Zensurmainstream so richtig kocht 👊🤮",16,0.85,POSITIV,POSITIV
@sabinerupprecht6791,"Beängstigend,wenn man hört, was in D.möglich ist, um politische Gegner fertig zu machen und gleichzeitig selbst dem Anderen ""Haß und Hetze"" vorzuwerfen.",16,-1.0,NEGATIV,NEGATIV
@GerdHanser,"Ich finde es echt gut , dass Du Björn Höcke eingeladen hast ! Er kommt sehr sympathisch rüber ! Ein sehr interessantes Gespräch ! Top 💯👍",15,0.963,POSITIV,POSITIV
@Jiji.K78,Ben ist einfach der beste ❤😎,15,0.7,NEUTRAL,POSITIV
@sculdaggerypleasant5620,Auch vielen Dank an Frau Amann und Herr Dürr für die kostenlose Werbung!,15,0.0,POSITIV,NEUTRAL
@HelgeLampe,"Björn Höcke ist kein Faschist.
Diejenigen die ihn als solchen ""brandeten"" sind wohl eher Linksfaschisten.",15,0.0,POSITIV,NEUTRAL
@HelgeLampe,Ben Berndt? Danke! Liebe & Respekt aus Hannover. 🫡✌🏻🙃🙏🏻💙,15,0.0,NEUTRAL,NEUTRAL
@marckellercpi,"Richtig sympathisch, reflektiert und intelligent der Björn. Das kann man von den meisten Oppositionellen nicht behaupten",14,0.5,POSITIV,POSITIV
@jayhearil1040,"4, 5 h 
Sooooo gut!!!DANKE💙💙💙🇩🇪🇩🇪🇩🇪🙏🙏🙏 51%💙💙💙

30.05.Gerade 2 h unFDP dürr unter würgen gehört... so entlarvend, sooo unsymoathisch, möchtegernselbstkritisch",14,0.15,POSITIV,POSITIV
@rapunzel7974,"Herr Höcke war mir bisher von allen AFDlern am unsympathischsten, wenn ich seine öffentlichen Reden gesehen habe. Ich dachte, dieser Mann tut der AFD zumindest in der Öffentlichkeit keinen Gefallen. Umso mehr überrascht mich hier sein Auftritt. Er ist mir sehr viel sympathischer geworden und ich kann nichts negatives feststellen. Im Gegenteil - alles was er sagt, empfinde ich als richtig und wichtig.",14,0.17,POSITIV,POSITIV
@lulu72whm,Danke!,14,0.0,NEUTRAL,NEUTRAL
@denchaso.8664,💙,13,0.0,NEUTRAL,NEUTRAL
@DietmarKuntz-bj8se,"Yes yey yes yes die 5,8 Millionen sind geknackt. Ein Träumchen ❤😂🎉",44,0.0,NEUTRAL,NEUTRAL
@albertasiebert9681,"Verfolge das Format von Ben schon von Anfang an - nach wie vor ein super Podcast auf neutralem Boden. Die Personen werden authentisch gezeigt, wodurch man sich ein ehrliches Bild machen und seine eigene differenzierte Meinung bilden kann.",38,0.0,POSITIV,NEUTRAL
@Ichbins90,"Mittlerweile knapp 6 Mio. Aufrufe und über 100 K Kommentare.
Das ist absolute Spitze  Ben, mach bitte weiter so ",37,0.5,POSITIV,POSITIV
@Joseph-n7p5u,Danke an Esken,35,0.0,POSITIV,NEUTRAL
@KevinDeBruyne77Flame,Diese Folge ist eingeschlagen!,27,0.0,POSITIV,NEUTRAL
@danielakonstantin9056,Wie die ganzen Schlafschafe jetzt hier durchdrehen 😂. DANKE FÜR JEDEN DÄMLICHEN KOMMENTAR. IHR PUSHT UNS 😂❤️💙🇩🇪,25,-0.567,POSITIV,NEGATIV
